decall;dxcall;freq;band;S/N;datetime;country;continent;mode;decontinent;dxcontinent;de_country;skimmode
TF3Y;TF3JB;28003.0;10M;47;2016-02-14 13:32;Iceland;  EU;CW;EU;EU;Iceland;  EU;CQ
RU9CZD;LZ5R;7005.8;40M;15;2016-02-14 13:32;Bulgaria;  EU;CW;EU;EU;European Russia;  EU;CQ
RN4WA;LZ5R;7005.8;40M;17;2016-02-14 13:32;Bulgaria;  EU;CW;EU;EU;European Russia;  EU;CQ
DR2W;NR4M;28084.3;10M;7;2016-02-14 13:32;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DR2W;RK2M;14102.7;20M;12;2016-02-14 13:32;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;PY1GQ;21117.4;15M;10;2016-02-14 13:32;Brazil;  SA;RTTY;EU;SA;Fed. Rep. of Germany;  EU;CQ
DR2W;IK5FKF;14082.0;20M;10;2016-02-14 13:32;Italy;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;TF3CY;14074.9;20M;33;2016-02-14 13:32;Iceland;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;LZ5R;7005.7;40M;16;2016-02-14 13:32;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;UX2X;21089.6;15M;43;2016-02-14 13:32;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;OZ11A;14103.0;20M;37;2016-02-14 13:32;Denmark;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;K3RA;21093.8;15M;32;2016-02-14 13:32;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DR2W;LX7I;14090.6;20M;14;2016-02-14 13:32;Luxembourg;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;SV1MNF;21091.3;15M;8;2016-02-14 13:32;Greece;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;ES5Q;21123.9;15M;14;2016-02-14 13:32;Estonia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;UY2RA;21097.0;15M;36;2016-02-14 13:32;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
W8WTS;HK1ANP;21019.0;15M;5;2016-02-14 13:32;Colombia;  SA;CW;NA;SA;United States;  NA;CQ
K4XD;IT9SSI;21040.1;15M;5;2016-02-14 13:32;Italy;  EU;CW;NA;EU;United States;  NA;CQ
HB9BXE;LZ5R;7005.8;40M;21;2016-02-14 13:32;Bulgaria;  EU;CW;EU;EU;Switzerland;  EU;CQ
AA4VV;N1IYH;18088.5;17M;27;2016-02-14 13:32;United States;  NA;CW;NA;NA;United States;  NA;CQ
AA4VV;W7SW;7024.0;40M;20;2016-02-14 13:32;United States;  NA;CW;NA;NA;United States;  NA;CQ
F5RRS;EA7KI;14091.2;20M;27;2016-02-14 13:32;Spain;  EU;RTTY;EU;EU;France;  EU;CQ
F5RRS;IK5FKF;14082.3;20M;14;2016-02-14 13:32;Italy;  EU;RTTY;EU;EU;France;  EU;CQ
F5RRS;LZ5R;7005.8;40M;10;2016-02-14 13:32;Bulgaria;  EU;CW;EU;EU;France;  EU;CQ
F5RRS;OL7M;14085.0;20M;41;2016-02-14 13:32;Czech Republic;  EU;RTTY;EU;EU;France;  EU;CQ
F5RRS;LX7I;14090.8;20M;12;2016-02-14 13:32;Luxembourg;  EU;RTTY;EU;EU;France;  EU;CQ
DF1LON;DL4CF;7026.0;40M;20;2016-02-14 13:32;Fed. Rep. of Germany;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF1LON;LZ5R;7005.8;40M;5;2016-02-14 13:32;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
NN3RP;K4DCX;21085.8;15M;6;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
NN3RP;NR4M;14083.21;20M;17;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
NN3RP;LX7I;14090.64;20M;29;2016-02-14 13:32;Luxembourg;  EU;RTTY;NA;EU;United States;  NA;CQ
NN3RP;OL7M;14084.74;20M;19;2016-02-14 13:32;Czech Republic;  EU;RTTY;NA;EU;United States;  NA;CQ
NN3RP;KW7D;14017.0;20M;12;2016-02-14 13:32;United States;  NA;CW;NA;NA;United States;  NA;CQ
JF2IWL;OL7M;14084.8;20M;28;2016-02-14 13:32;Czech Republic;  EU;RTTY;AS;EU;Japan;  AS;CQ
JF2IWL;RG5A;14114.2;20M;10;2016-02-14 13:32;European Russia;  EU;RTTY;AS;EU;Japan;  AS;CQ
JF2IWL;IQ2D;14137.4;20M;5;2016-02-14 13:32;Italy;  EU;RTTY;AS;EU;Japan;  AS;CQ
DL9GTB;UA4FX;21096.4;15M;37;2016-02-14 13:32;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;LN5O;21088.7;15M;23;2016-02-14 13:32;Norway;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;F4DPW;21101.0;15M;24;2016-02-14 13:32;France;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;IQ2DN;14137.4;20M;39;2016-02-14 13:32;Italy;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;IU4DTV;14128.4;20M;33;2016-02-14 13:32;Italy;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;KB8O;21084.1;15M;23;2016-02-14 13:32;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DL9GTB;K3RA;21093.9;15M;38;2016-02-14 13:32;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DL9GTB;RX9SR;21109.4;15M;29;2016-02-14 13:32;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;LZ2JA;21098.0;15M;55;2016-02-14 13:32;Bulgaria;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;RG5A;14114.2;20M;36;2016-02-14 13:32;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;RK3PWR;14082.8;20M;49;2016-02-14 13:32;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;LX7I;14090.6;20M;20;2016-02-14 13:32;Luxembourg;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;RA9CUU;14080.8;20M;46;2016-02-14 13:32;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;R8VK;21082.0;15M;16;2016-02-14 13:32;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
K1TTT;CT2KNA;14016.6;20M;4;2016-02-14 13:32;Portugal;  EU;CW;NA;EU;United States;  NA;CQ
K1TTT;9A1700SBD;14016.4;20M;12;2016-02-14 13:32;Croatia;  EU;CW;NA;EU;United States;  NA;CQ
K1TTT;OE5MSM;21029.6;15M;4;2016-02-14 13:32;Austria;  EU;CW;NA;EU;United States;  NA;CQ
K1TTT;IU6X;14105.4;20M;13;2016-02-14 13:32;Italy;  EU;CW;NA;EU;United States;  NA;CQ
VU2PTT;RA9CUU;14080.87;20M;8;2016-02-14 13:32;European Russia;  EU;RTTY;AS;EU;India;  AS;CQ
K3LR;EA4FL/P;21012.1;15M;14;2016-02-14 13:32;Spain;  EU;CW;NA;EU;United States;  NA;CQ
K3LR;NX4I;7047.7;40M;37;2016-02-14 13:32;United States;  NA;CW;NA;NA;United States;  NA;CQ
ON5KQ;N1IYH;18088.6;17M;9;2016-02-14 13:32;United States;  NA;CW;EU;NA;Belgium;  EU;CQ
ON5KQ;LZ5R;7005.8;40M;23;2016-02-14 13:32;Bulgaria;  EU;CW;EU;EU;Belgium;  EU;CQ
ON5KQ;OH2B;14100.1;20M;41;2016-02-14 13:32;Finland;  EU;CW;EU;EU;Belgium;  EU;null
ON5KQ;YO3AAJ;7016.0;40M;30;2016-02-14 13:32;Romania;  EU;CW;EU;EU;Belgium;  EU;CQ
ON5KQ;YO8RIX;10144.7;30M;4;2016-02-14 13:32;Romania;  EU;CW;EU;EU;Belgium;  EU;null
ON5KQ;5B4CY/B;28220.1;10M;19;2016-02-14 13:32;Cyprus;  AS;CW;EU;AS;Belgium;  EU;null
ON5KQ;DL4CF;7026.0;40M;48;2016-02-14 13:32;Fed. Rep. of Germany;  EU;CW;EU;EU;Belgium;  EU;CQ
WE4S;W1XT;14052.0;20M;11;2016-02-14 13:32;United States;  NA;CW;NA;NA;United States;  NA;CQ
DJ3AK;LZ5R;7005.8;40M;24;2016-02-14 13:32;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ3AK;S51RU/QRP;7013.0;40M;15;2016-02-14 13:32;Slovenia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
SV8RV;PD2GSP;14090.2;20M;16;2016-02-14 13:32;Netherlands;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV8RV;LZ5R;7005.8;40M;28;2016-02-14 13:32;Bulgaria;  EU;CW;EU;EU;Greece;  EU;CQ
SV8RV;GI7AXB;14085.8;20M;10;2016-02-14 13:32;England;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV8RV;IZ4NIC;14097.9;20M;33;2016-02-14 13:32;Italy;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV8RV;IZ1JLN;7044.1;40M;9;2016-02-14 13:32;Italy;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV8RV;R8VK;21082.0;15M;8;2016-02-14 13:32;European Russia;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV8RV;RX1CV;21092.0;15M;12;2016-02-14 13:32;European Russia;  EU;RTTY;EU;EU;Greece;  EU;CQ
NC7J;AC0C;7055.66;40M;45;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
NC7J;CO2KY;7050.75;40M;12;2016-02-14 13:32;Cuba;  NA;RTTY;NA;NA;United States;  NA;CQ
NC7J;VE7CC;3595.33;80M;39;2016-02-14 13:32;Canada;  NA;RTTY;NA;NA;United States;  NA;CQ
NC7J;WQ9T;7039.3;40M;28;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
SM2IUF;PA5XM;14027.1;20M;17;2016-02-14 13:32;Netherlands;  EU;CW;EU;EU;Sweden;  EU;CQ
K7EG;VE7CC;3595.33;80M;37;2016-02-14 13:32;Canada;  NA;RTTY;NA;NA;United States;  NA;CQ
DQ8Z;IK1HFX;10125.0;30M;11;2016-02-14 13:32;Italy;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DK0TE;K3LU;28007.1;10M;11;2016-02-14 13:32;United States;  NA;CW;EU;NA;Fed. Rep. of Germany;  EU;CQ
DK0TE;LZ5R;7005.8;40M;23;2016-02-14 13:32;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DK0TE;TF3JB;28003.0;10M;20;2016-02-14 13:32;Iceland;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
W3UA;SP6J;21048.9;15M;25;2016-02-14 13:32;Poland;  EU;CW;NA;EU;United States;  NA;CQ
KU7T;K8SIA;7051.2;40M;27;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
KU7T;VA7KO;7040.4;40M;27;2016-02-14 13:32;Canada;  NA;RTTY;NA;NA;United States;  NA;CQ
KU7T;JM1NKT;7038.8;40M;19;2016-02-14 13:32;Japan;  AS;RTTY;NA;AS;United States;  NA;CQ
DF7GB;LZ5R;7005.8;40M;26;2016-02-14 13:32;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF7GB;YU1AHW;7036.5;40M;20;2016-02-14 13:32;Serbia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF7GB;DL4CF;7026.0;40M;47;2016-02-14 13:32;Fed. Rep. of Germany;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF7GB;YO3AAJ;7016.0;40M;25;2016-02-14 13:32;Romania;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
IK7JWY;VE2GDI;21016.2;15M;9;2016-02-14 13:32;Canada;  NA;CW;EU;NA;Italy;  EU;CQ
WZ7I;W2YC;21127.95;15M;33;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WZ7I;NV1Q;21088.68;15M;29;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WZ7I;OG30OJ;14120.62;20M;19;2016-02-14 13:32;Finland;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;PD2GSP;14090.2;20M;14;2016-02-14 13:32;Netherlands;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;WQ9T;7039.29;40M;38;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WZ7I;EE7Y;21118.92;15M;27;2016-02-14 13:32;Spain;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;LX7I;14090.63;20M;38;2016-02-14 13:32;Luxembourg;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;M9K;14103.98;20M;19;2016-02-14 13:32;England;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;YB1TJ;14085.8;20M;12;2016-02-14 13:32;Indonesia;  OC;RTTY;NA;OC;United States;  NA;CQ
WZ7I;PY1GQ;21117.49;15M;9;2016-02-14 13:32;Brazil;  SA;RTTY;NA;SA;United States;  NA;CQ
WZ7I;IZ8EPX;21113.31;15M;47;2016-02-14 13:32;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;NR4M;14083.19;20M;25;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WZ7I;OL7M;14084.8;20M;30;2016-02-14 13:32;Czech Republic;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;OE5TKM;21149.36;15M;15;2016-02-14 13:32;Austria;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;EB1EB;21125.33;15M;29;2016-02-14 13:32;Spain;  EU;RTTY;NA;EU;United States;  NA;CQ
OE6TZE;LZ5R;7005.8;40M;24;2016-02-14 13:32;Bulgaria;  EU;CW;EU;EU;Austria;  EU;CQ
OE6TZE;YO3AAJ;7016.0;40M;29;2016-02-14 13:32;Romania;  EU;CW;EU;EU;Austria;  EU;CQ
OE6TZE;PA5XM;14027.0;20M;5;2016-02-14 13:32;Netherlands;  EU;CW;EU;EU;Austria;  EU;CQ
OE6TZE;VE2GDI;21016.4;15M;9;2016-02-14 13:32;Canada;  NA;CW;EU;NA;Austria;  EU;CQ
JK4USW;BG3UPA;7040.0;40M;22;2016-02-14 13:32;China;  AS;RTTY;AS;AS;Japan;  AS;CQ
DF4UE;TF3JB;28003.0;10M;23;2016-02-14 13:32;Iceland;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;K3RA;21093.97;15M;37;2016-02-14 13:32;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DF4UE;YE1C;21108.11;15M;23;2016-02-14 13:32;Indonesia;  OC;RTTY;EU;OC;Fed. Rep. of Germany;  EU;CQ
DF4UE;3Z9K;21116.4;15M;6;2016-02-14 13:32;Poland;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;LX7I;14090.66;20M;17;2016-02-14 13:32;Luxembourg;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;A71AE;21097.25;15M;37;2016-02-14 13:32;Qatar;  AS;RTTY;EU;AS;Fed. Rep. of Germany;  EU;CQ
DF4UE;W3GVX;21117.03;15M;30;2016-02-14 13:32;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DF4UE;UA4CTV;28122.5;10M;33;2016-02-14 13:32;European Russia;  EU;PSK63;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;LG5LG;21098.54;15M;9;2016-02-14 13:32;Norway;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;DG7MF;28097.95;10M;21;2016-02-14 13:32;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;9A5D;14083.64;20M;57;2016-02-14 13:32;Croatia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;OL7M;14084.82;20M;22;2016-02-14 13:32;Czech Republic;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;C5WE;14089.41;20M;41;2016-02-14 13:32;The Gambia;  AF;RTTY;EU;AF;Fed. Rep. of Germany;  EU;CQ
CX7ACH;OL7M;14084.9;20M;8;2016-02-14 13:32;Czech Republic;  EU;RTTY;SA;EU;Uruguay;  SA;CQ
HA6PX;PA5XM;14027.0;20M;4;2016-02-14 13:32;Netherlands;  EU;CW;EU;EU;Hungary;  EU;CQ
HA6PX;RK0UT;7042.7;40M;9;2016-02-14 13:32;European Russia;  EU;RTTY;EU;EU;Hungary;  EU;CQ
HA6PX;YO8RMW;7014.3;40M;12;2016-02-14 13:32;Romania;  EU;CW;EU;EU;Hungary;  EU;CQ
WE9V;HG7T;21089.92;15M;27;2016-02-14 13:32;Hungary;  EU;RTTY;NA;EU;United States;  NA;CQ
WE9V;KG6MC;7118.0;40M;36;2016-02-14 13:32;United States;  NA;CW;NA;NA;United States;  NA;CQ
WE9V;W4GKM;14098.9;20M;18;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WE9V;W1XT;14052.1;20M;16;2016-02-14 13:32;United States;  NA;CW;NA;NA;United States;  NA;CQ
WE9V;LX7I;14090.64;20M;31;2016-02-14 13:32;Luxembourg;  EU;RTTY;NA;EU;United States;  NA;CQ
KQ8M;K1PU;7054.5;40M;21;2016-02-14 13:32;United States;  NA;CW;NA;NA;United States;  NA;CQ
KQ8M;K1PUG;7054.5;40M;21;2016-02-14 13:32;United States;  NA;CW;NA;NA;United States;  NA;CQ
PJ2A;VE2GDI;21016.2;15M;4;2016-02-14 13:32;Canada;  NA;CW;SA;NA;Curacao;  SA;CQ
DJ9IE;HB9CCL;10118.1;30M;20;2016-02-14 13:32;Switzerland;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ9IE;9H3FC;21043.5;15M;5;2016-02-14 13:32;Malta;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ9IE;HG7BHB;5352.5;60M;7;2016-02-14 13:32;Hungary;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;null
DJ9IE;YU1AHW;7036.53;40M;8;2016-02-14 13:32;Serbia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
W3OA;OL7M;14084.8;20M;19;2016-02-14 13:32;Czech Republic;  EU;RTTY;NA;EU;United States;  NA;CQ
W3OA;LX7I;14090.7;20M;23;2016-02-14 13:32;Luxembourg;  EU;RTTY;NA;EU;United States;  NA;CQ
W3OA;IZ3SQW;14093.5;20M;13;2016-02-14 13:32;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
W3OA;VE2GSO;21081.4;15M;16;2016-02-14 13:32;Canada;  NA;RTTY;NA;NA;United States;  NA;CQ
EI6BT;LX7I;14090.7;20M;51;2016-02-14 13:32;Luxembourg;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;EC7RC;14090.9;20M;39;2016-02-14 13:32;Spain;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;UN5GAV;14098.7;20M;33;2016-02-14 13:32;European Russia;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;OL7M;14084.8;20M;47;2016-02-14 13:32;Czech Republic;  EU;RTTY;EU;EU;Ireland;  EU;CQ
W4AX;AA3EJ;7018.0;40M;14;2016-02-14 13:32;United States;  NA;CW;NA;NA;United States;  NA;CQ
KO7SS;W4GKM;14098.9;20M;32;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
KO7SS;JM1NKT;7038.79;40M;18;2016-02-14 13:32;Japan;  AS;RTTY;NA;AS;United States;  NA;CQ
KO7SS;AC0C;7055.65;40M;48;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
KO7SS;VE7CC;3595.33;80M;40;2016-02-14 13:32;Canada;  NA;RTTY;NA;NA;United States;  NA;CQ
SE0X;DL4CF;7026.0;40M;28;2016-02-14 13:32;Fed. Rep. of Germany;  EU;CW;EU;EU;Sweden;  EU;CQ
SE0X;YO3AAJ;7016.0;40M;16;2016-02-14 13:32;Romania;  EU;CW;EU;EU;Sweden;  EU;CQ
VE3/N2WQ;K0SDW;7084.96;40M;20;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;Canada;  NA;CQ
VE3/N2WQ;OL7M;14084.77;20M;39;2016-02-14 13:32;Czech Republic;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;UI5R;21099.44;15M;9;2016-02-14 13:32;European Russia;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;UI5R;21100.48;15M;19;2016-02-14 13:32;European Russia;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;LX7I;14090.58;20M;38;2016-02-14 13:32;Luxembourg;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;WN6K;7057.96;40M;8;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;Canada;  NA;CQ
VE3/N2WQ;UA6CE;21097.68;15M;27;2016-02-14 13:32;European Russia;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;DO1FCB;21092.88;15M;19;2016-02-14 13:32;Fed. Rep. of Germany;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;IQ1RY;14092.55;20M;29;2016-02-14 13:32;Italy;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;P49M;21104.91;15M;43;2016-02-14 13:32;Aruba;  SA;RTTY;NA;SA;Canada;  NA;CQ
GW8IZR;DL4CF;7026.0;40M;27;2016-02-14 13:32;Fed. Rep. of Germany;  EU;CW;EU;EU;England;  EU;CQ
GW8IZR;LZ5R;7005.8;40M;10;2016-02-14 13:32;Bulgaria;  EU;CW;EU;EU;England;  EU;CQ
HA1VHF;YO8RMW;7014.2;40M;21;2016-02-14 13:32;Romania;  EU;CW;EU;EU;Hungary;  EU;CQ
K8AZ;W1FOX;7067.1;40M;13;2016-02-14 13:32;United States;  NA;CW;NA;NA;United States;  NA;CQ
DF4UE;DL4CF;7026.0;40M;29;2016-02-14 13:32;Fed. Rep. of Germany;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;DL0VBG;10141.8;30M;37;2016-02-14 13:32;Fed. Rep. of Germany;  EU;PSK31;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;IK1HFX;10125.0;30M;22;2016-02-14 13:32;Italy;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;N1IYH;18088.5;17M;19;2016-02-14 13:32;United States;  NA;CW;EU;NA;Fed. Rep. of Germany;  EU;CQ
K1TTT;WQ9T;7039.3;40M;32;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
K1TTT;W4GKM;14098.9;20M;53;2016-02-14 13:32;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
K1TTT;LX7I;14090.7;20M;28;2016-02-14 13:32;Luxembourg;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;PD2GSP;14090.2;20M;12;2016-02-14 13:32;Netherlands;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;OL7M;14084.9;20M;36;2016-02-14 13:32;Czech Republic;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;PP1CZ;21098.3;15M;13;2016-02-14 13:32;Brazil;  SA;RTTY;NA;SA;United States;  NA;CQ
K1TTT;DK6CQ;14096.6;20M;41;2016-02-14 13:32;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;IT9DSZ;21084.7;15M;31;2016-02-14 13:32;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
ES5TO;F8AUF;21003.0;15M;15;2016-02-14 13:32;France;  EU;CW;EU;EU;Estonia;  EU;CQ
ON6ZQ;VE2GDI;21016.4;15M;29;2016-02-14 13:32;Canada;  NA;CW;EU;NA;Belgium;  EU;CQ
ON6ZQ;N1IYH;18088.6;17M;12;2016-02-14 13:32;United States;  NA;CW;EU;NA;Belgium;  EU;CQ
ON6ZQ;YU5D;7011.1;40M;19;2016-02-14 13:32;Serbia;  EU;CW;EU;EU;Belgium;  EU;CQ
N7TR;VE7CC;3595.3;80M;40;2016-02-14 13:32;Canada;  NA;RTTY;NA;NA;United States;  NA;CQ
N7TR;DX3R;7038.0;40M;31;2016-02-14 13:32;Philippines;  OC;RTTY;NA;OC;United States;  NA;CQ
EA5WU;VE2GDI;21016.3;15M;10;2016-02-14 13:32;Canada;  NA;CW;EU;NA;Spain;  EU;CQ
EA5WU;IK1HFX;10125.0;30M;11;2016-02-14 13:32;Italy;  EU;CW;EU;EU;Spain;  EU;CQ
EA5WU;OL7M;14084.8;20M;30;2016-02-14 13:32;Czech Republic;  EU;RTTY;EU;EU;Spain;  EU;CQ
EA5WU;UX7QV;14093.8;20M;9;2016-02-14 13:32;European Russia;  EU;RTTY;EU;EU;Spain;  EU;CQ
EA5WU;LZ2JA;21099.2;15M;13;2016-02-14 13:32;Bulgaria;  EU;RTTY;EU;EU;Spain;  EU;CQ
EA5WU;HG7T;21089.9;15M;33;2016-02-14 13:32;Hungary;  EU;RTTY;EU;EU;Spain;  EU;CQ
EA5WU;N0J;18070.0;17M;30;2016-02-14 13:32;United States;  NA;CW;EU;NA;Spain;  EU;CQ
EA5WU;YU5D;7011.1;40M;7;2016-02-14 13:32;Serbia;  EU;CW;EU;EU;Spain;  EU;CQ
EA5WU;RK3PWR;14082.9;20M;30;2016-02-14 13:32;European Russia;  EU;RTTY;EU;EU;Spain;  EU;CQ
KM3T;LX7I;14090.65;20M;38;2016-02-14 13:32;Luxembourg;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;DL3BQA;21114.91;15M;32;2016-02-14 13:32;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;UT7E;21097.48;15M;34;2016-02-14 13:32;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;HG7T;21089.95;15M;34;2016-02-14 13:32;Hungary;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;RK3SWS;14106.76;20M;13;2016-02-14 13:32;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;IZ8EPX;21113.29;15M;34;2016-02-14 13:32;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;EC7RC;14090.93;20M;15;2016-02-14 13:32;Spain;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;OL7M;14084.84;20M;37;2016-02-14 13:32;Czech Republic;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;RX1CQ;21108.38;15M;24;2016-02-14 13:32;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;4X6TU;24930.1;12M;8;2016-02-14 13:32;Israel;  AS;CW;NA;AS;United States;  NA;null
